Loan number,int_rate,loan_amnt,term (months),installment,dti,delinq_2yrs,annual_inc,grade,emp_title,emp_length,home_ownership,verification_status,issue_d
1136,0.0888,12000,60,248,19.38,0,48000,B,,4 years,MORTGAGE,Not Verified,01/01/2011
1137,0.0849,20000,36,631,14.78,0,51000,A,,5 years,MORTGAGE,Verified,09/01/2011
1138,0.204,20000,60,534,23.58,0,77004,G,,10+ years,MORTGAGE,Verified,12/01/2010
1139,0.0729,8000,36,248,20,0,19800,A,,4 years,RENT,Verified,01/01/2011
1140,0.1528,8000,36,278,14.07,0,37008,D,,7 years,RENT,Not Verified,03/01/2011
1141,0.1183,25000,36,828,11.4,0,86000,B,,9 years,MORTGAGE,Verified,01/01/2010
1142,0.1287,6250,36,210,23.26,1,29000,C,,1 year,OWN,Not Verified,11/01/2009
1143,0.1299,14000,36,472,15.63,0,116004,C,,1 year,MORTGAGE,Source Verified,07/01/2011
1144,0.1036,25000,36,811,18.49,0,78456,B,,5 years,MORTGAGE,Verified,01/01/2011
1145,0.1149,4400,36,145,24.32,0,26400,B,,2 years,MORTGAGE,Not Verified,08/01/2010
1146,0.1183,10000,36,331,13.05,0,56004,B,,10+ years,RENT,Not Verified,10/01/2009
1147,0.1799,6000,36,217,2.04,1,30000,E,,1 year,RENT,Source Verified,07/01/2011
1148,0.1749,20000,60,502,13.98,0,48500,D,,10+ years,MORTGAGE,Verified,06/01/2011
1149,0.1261,2700,36,90,5.67,0,18000,C,,< 1 year,RENT,Not Verified,12/01/2010
1150,0.1111,10000,36,328,22.8,0,78996,B,,10+ years,OWN,Source Verified,03/01/2011
1151,0.0749,6000,36,187,10.25,0,24000,A,,10+ years,OWN,Not Verified,07/01/2011
1152,0.1348,3000,36,102,23.62,0,40800,C,,n/a,RENT,Verified,05/01/2010
1153,0.1774,22000,36,792,22.81,1,64800,E,,10+ years,MORTGAGE,Verified,11/01/2009
1154,0.0542,8875,36,268,28.68,0,30000,A,,3 years,RENT,Source Verified,09/01/2011
1155,0.1349,12000,36,407,16.2,0,40000,C,,10+ years,MORTGAGE,Verified,12/01/2011
1156,0.0788,5000,60,101,19.86,0,30996,A,,10+ years,MORTGAGE,Not Verified,05/01/2010
1157,0.1242,35000,60,786,10.3,0,125000,B,,3 years,MORTGAGE,Verified,11/01/2011
1158,0.1799,35000,60,889,7.11,0,65000,E,,5 years,RENT,Not Verified,06/01/2011
1159,0.079,7000,36,219,17.25,0,40000,A,,10+ years,RENT,Verified,10/01/2011
1160,0.1422,4200,36,144,16.69,1,53000,C,,10+ years,RENT,Not Verified,02/01/2010
1161,0.1099,6225,36,204,10.19,0,63250,B,,2 years,RENT,Not Verified,09/01/2011
1162,0.1521,3000,60,72,2.22,0,41159,D,,2 years,MORTGAGE,Source Verified,07/01/2010
1163,0.1527,12000,60,287,14.11,0,34440,C,,4 years,OWN,Source Verified,11/01/2011
1164,0.0991,18000,36,580,17.67,1,33000,B,,4 years,RENT,Verified,10/01/2011
1165,0.0849,2000,36,63,3.16,0,22800,A,,< 1 year,RENT,Source Verified,08/01/2011
1166,0.1602,22800,60,555,15.77,0,90000,D,,10+ years,MORTGAGE,Verified,05/01/2011
1167,0.1454,30000,36,"1,033",18.53,0,70000,D,,10+ years,RENT,Verified,04/01/2011
1168,0.1099,12000,36,393,9.39,2,145000,B,,4 years,MORTGAGE,Not Verified,05/01/2010
1169,0.0999,15000,36,484,17.48,0,64548,B,,3 years,MORTGAGE,Verified,07/01/2011
1170,0.1074,12000,36,391,20.97,0,46000,B,,3 years,RENT,Not Verified,01/01/2011
1171,0.0699,11000,36,340,7.12,0,44975.52,A,,2 years,RENT,Source Verified,08/01/2011
1172,0.1491,20000,60,475,10.9,0,48135,D,,9 years,OWN,Verified,01/01/2011
1173,0.1287,7000,36,235,18.69,0,102000,C,,1 year,OWN,Verified,12/01/2009
1174,0.1095,20000,36,654,18.89,0,66948,B,,10+ years,OWN,Source Verified,05/01/2009
1175,0.1599,10000,36,352,16.37,3,45000,D,,10+ years,RENT,Not Verified,08/01/2011
1176,0.1323,7000,36,237,15.73,0,55000,C,,10+ years,MORTGAGE,Verified,06/01/2010
1177,0.1427,18800,60,440,20.25,0,33000,C,,7 years,RENT,Verified,09/01/2011
1178,0.1078,7000,36,228,16.51,0,69500,C,,7 years,RENT,Not Verified,01/01/2008
1179,0.0963,17000,36,546,14.71,0,89004,A,,7 years,RENT,Verified,03/01/2009
1180,0.1146,25000,36,824,13.86,0,86000,B,,3 years,MORTGAGE,Not Verified,11/01/2008
1181,0.1799,11000,36,398,6.16,0,90369,E,,10+ years,MORTGAGE,Verified,07/01/2011
1182,0.1186,11000,36,365,8.43,0,51500,B,,7 years,MORTGAGE,Verified,07/01/2010
1183,0.1942,10800,60,283,17.3,0,65000,E,,6 years,OWN,Source Verified,09/01/2011
1184,0.0888,4500,60,93,1.44,0,120000,B,,3 years,MORTGAGE,Source Verified,11/01/2010
1185,0.1039,5000,36,162,5.91,0,77000,B,,6 years,MORTGAGE,Not Verified,05/01/2008
1186,0.0988,5000,36,161,10.4,0,95000,B,,10+ years,MORTGAGE,Not Verified,03/01/2010
1187,0.1075,15000,36,489,13.3,0,106000,B,,5 years,RENT,Verified,09/01/2010
1188,0.1218,3000,36,100,1.67,0,21600,B,,7 years,RENT,Not Verified,01/01/2010
1189,0.1682,2400,60,59,5.6,1,32380,E,,2 years,RENT,Not Verified,08/01/2010
1190,0.1099,3350,36,110,15.92,0,30000,B,,4 years,RENT,Not Verified,09/01/2011
1191,0.1409,16000,36,548,16.92,0,89000,D,,4 years,MORTGAGE,Verified,11/01/2010
1192,0.0617,8000,36,244,2.27,1,63000,A,,6 years,MORTGAGE,Verified,01/01/2011
1193,0.1929,7650,36,282,12.28,0,39000,E,,4 years,RENT,Not Verified,09/01/2011
1194,0.1199,3000,36,100,19.08,0,72000,B,,8 years,RENT,Source Verified,06/01/2011
1195,0.079,12625,36,395,23.63,0,55000,A,,1 year,MORTGAGE,Source Verified,09/01/2011
1196,0.1171,7000,36,232,17.45,3,22000,B,,10+ years,MORTGAGE,Not Verified,12/01/2011
1197,0.102,6000,36,194,3.56,0,62677,B,,2 years,MORTGAGE,Not Verified,11/01/2008
1198,0.1065,2400,36,78,20.59,0,31000,B,,10+ years,MORTGAGE,Source Verified,09/01/2011
1199,0.138,1400,60,32,6.26,0,29500,C,,2 years,RENT,Verified,02/01/2011
1200,0.0945,3000,36,96,14.82,0,25992,B,,10+ years,OTHER,Not Verified,05/01/2008
1201,0.1075,24250,36,791,16.59,0,41004,B,,10+ years,MORTGAGE,Verified,08/01/2010
1202,0.1758,5000,60,126,12.47,1,64000,D,,10+ years,RENT,Verified,10/01/2011
1203,0.1645,10000,36,354,12.23,0,26000,E,,< 1 year,MORTGAGE,Not Verified,05/01/2010
1204,0.1727,13500,60,337,23.65,1,65000,D,,< 1 year,RENT,Verified,10/01/2011
1205,0.1299,10400,60,237,22.17,0,40000,C,,3 years,RENT,Verified,05/01/2011
1206,0.0751,6000,36,187,10.72,0,38400,A,,5 years,MORTGAGE,Not Verified,10/01/2010
1207,0.1398,2500,36,85,22.64,0,54000,C,,4 years,RENT,Not Verified,07/01/2010
1208,0.1349,5000,36,170,14.48,1,45000,C,,2 years,RENT,Source Verified,06/01/2011
1209,0.1343,5600,36,190,15.31,0,115000,C,,10+ years,MORTGAGE,Not Verified,04/01/2011
1210,0.0999,10000,36,323,11.53,0,144000,B,,10+ years,RENT,Not Verified,12/01/2010
1211,0.1599,10000,36,352,6.56,1,110000,D,,4 years,RENT,Verified,08/01/2011
1212,0.1427,20000,60,468,9.17,1,80500,C,,< 1 year,MORTGAGE,Verified,12/01/2011
1213,0.0749,6250,36,194,23.97,0,34800,A,,2 years,MORTGAGE,Verified,07/01/2011
1214,0.0932,5000,36,160,1.39,0,50004,A,,10+ years,MORTGAGE,Not Verified,07/01/2009
1215,0.0849,3000,36,95,18.64,0,33600,A,,n/a,OWN,Verified,08/01/2011
1216,0.1427,7800,36,268,1.9,0,36000,C,,3 years,RENT,Source Verified,11/01/2011
1217,0.0599,7500,36,228,21.02,0,50000,A,,10+ years,OWN,Not Verified,08/01/2011
1218,0.0991,4000,36,129,18.7,0,69000,B,,9 years,MORTGAGE,Verified,09/01/2011
1219,0.1695,12000,36,428,16.53,0,90000,E,,10+ years,MORTGAGE,Verified,02/01/2009
1220,0.1199,3500,36,116,21.03,0,40000,B,,2 years,RENT,Source Verified,07/01/2011
1221,0.1149,14000,36,462,20.19,0,45000,B,,9 years,MORTGAGE,Not Verified,08/01/2011
1222,0.0599,2000,36,61,2.06,0,19200,A,,1 year,RENT,Not Verified,06/01/2011
1223,0.1323,25000,60,572,10.79,0,90000,C,,3 years,MORTGAGE,Verified,06/01/2010
1224,0.1427,2500,36,86,15.84,0,40000,C,,< 1 year,OWN,Source Verified,10/01/2011
1225,0.0542,8400,36,253,18.72,0,72000,A,,3 years,MORTGAGE,Not Verified,06/01/2011
1226,0.1527,2500,36,87,21.61,2,39420,C,,< 1 year,RENT,Source Verified,11/01/2011
1227,0.1719,8500,36,304,7.86,1,75000,E,,5 years,MORTGAGE,Not Verified,01/01/2010
1228,0.0729,6000,36,186,10.54,0,51000,A,,2 years,RENT,Source Verified,02/01/2011
1229,0.1146,3000,36,99,3.58,0,20800,B,,< 1 year,RENT,Not Verified,11/01/2008
1230,0.0962,5000,36,160,15.44,0,37000,B,,3 years,RENT,Not Verified,11/01/2010
1231,0.1095,9600,36,314,8.74,1,78000,B,,10+ years,MORTGAGE,Not Verified,07/01/2009
1232,0.0729,12000,36,372,13.5,0,55635,A,,6 years,MORTGAGE,Verified,03/01/2011
1233,0.1189,2000,36,66,1.27,0,23587,B,,4 years,RENT,Not Verified,06/01/2009
1234,0.0751,7200,36,224,29.62,0,105000,A,,4 years,MORTGAGE,Verified,10/01/2011
1235,0.1599,12000,60,292,2.79,0,83004,D,,10+ years,RENT,Verified,09/01/2011
1236,0.1134,15000,36,493,2.32,1,100000,C,,5 years,MORTGAGE,Not Verified,02/01/2008
1237,0.089,2600,36,83,8.05,0,175000,A,,3 years,MORTGAGE,Source Verified,10/01/2011
1238,0.1,1000,36,32,23.34,0,13728,B,,n/a,RENT,Not Verified,01/01/2011
1239,0.0699,3000,36,93,6.54,0,65000,A,,< 1 year,RENT,Not Verified,07/01/2011
1240,0.1929,12000,60,313,4.15,0,64500,E,,4 years,MORTGAGE,Source Verified,06/01/2011
1241,0.0749,20000,36,622,15.56,0,170000,A,,2 years,MORTGAGE,Not Verified,06/01/2011
1242,0.0599,3600,36,110,13.25,0,50000,A,,5 years,MORTGAGE,Not Verified,08/01/2011
1243,0.1343,6000,60,138,5.24,0,44000,C,,10+ years,RENT,Not Verified,03/01/2011
1244,0.1348,5600,36,190,0,0,11688,C,,n/a,RENT,Not Verified,04/01/2010
1245,0.1969,3000,60,79,11.9,1,48000,E,,10+ years,MORTGAGE,Source Verified,05/01/2011
1246,0.1323,1500,36,51,1.14,0,54600,C,,2 years,RENT,Source Verified,08/01/2010
1247,0.0749,5900,36,183,27.5,2,78644,A,,3 years,MORTGAGE,Source Verified,06/01/2011
1248,0.1349,6000,36,204,3.76,4,96000,C,,10+ years,MORTGAGE,Source Verified,10/01/2011
1249,0.1037,3600,36,117,16.02,0,48000,B,,5 years,MORTGAGE,Verified,02/01/2011
1250,0.0751,9600,36,299,16.63,0,66800,A,,10+ years,MORTGAGE,Source Verified,08/01/2010
1251,0.1427,1000,36,34,14.13,0,64548,C,,1 year,RENT,Not Verified,11/01/2011
1252,0.1269,10200,36,342,15.5,0,36000,B,,1 year,RENT,Not Verified,11/01/2011
1253,0.0932,7300,36,233,10.52,0,30000,A,,4 years,MORTGAGE,Not Verified,07/01/2009
1254,0.0617,6000,36,183,3.3,0,57006,A,,10+ years,MORTGAGE,Source Verified,01/01/2011
1255,0.0603,5000,36,152,18.72,0,41784,A,,10+ years,MORTGAGE,Not Verified,09/01/2011
1256,0.1189,4000,36,133,8.23,0,14000,B,,2 years,RENT,Verified,06/01/2009
1257,0.0699,10000,36,309,18.04,0,32000,A,,6 years,RENT,Not Verified,05/01/2011
1258,0.1528,8000,60,191,20.43,0,27600,D,,8 years,RENT,Verified,05/01/2011
1259,0.0749,8000,36,249,18.75,0,61000,A,,4 years,MORTGAGE,Not Verified,05/01/2011
1260,0.1602,17075,60,415,13.44,0,71887,D,,4 years,MORTGAGE,Verified,03/01/2011
1261,0.0542,6825,36,206,9.4,0,24000,A,,< 1 year,RENT,Verified,01/01/2011
1262,0.1268,5000,36,168,5.04,0,45000,C,,1 year,RENT,Verified,04/01/2011
1263,0.1862,35000,60,901,11.56,0,200000,F,,6 years,MORTGAGE,Verified,03/01/2011
1264,0.1825,12000,60,306,22.61,0,34500,D,,3 years,RENT,Source Verified,12/01/2011
1265,0.1269,5000,36,168,18.59,0,112732,B,,5 years,OWN,Not Verified,09/01/2011
1266,0.0999,1000,36,32,2.84,0,85000,B,,4 years,MORTGAGE,Source Verified,12/01/2010
1267,0.0751,15000,36,467,5.48,0,120000,A,,2 years,RENT,Verified,08/01/2010
1268,0.1427,35000,60,819,23.8,0,65000,C,,< 1 year,MORTGAGE,Verified,12/01/2011
1269,0.1409,3000,36,103,19.11,2,21600,D,,2 years,RENT,Source Verified,12/01/2010
1270,0.1677,16000,60,396,22.11,0,64140,D,,7 years,MORTGAGE,Verified,10/01/2011
1271,0.1171,3500,36,116,23.31,0,31400,B,,1 year,RENT,Not Verified,10/01/2011
1272,0.1825,17600,60,449,15.47,0,75000,F,,3 years,MORTGAGE,Verified,05/01/2011
1273,0.1268,14075,60,318,20.94,0,61200,C,,8 years,MORTGAGE,Source Verified,04/01/2011
1274,0.089,7100,36,225,13.57,0,120000,A,,< 1 year,MORTGAGE,Source Verified,10/01/2011
1275,0.1253,12000,36,402,20.15,0,53000,C,,7 years,RENT,Verified,02/01/2009
1276,0.0542,5000,36,151,11.3,0,53000,A,,< 1 year,RENT,Source Verified,08/01/2011
1277,0.1149,16200,60,356,17.04,0,79000,B,,10+ years,MORTGAGE,Source Verified,08/01/2010
1278,0.1349,22125,60,509,27.43,1,50000,C,,1 year,MORTGAGE,Verified,11/01/2011
1279,0.0751,3000,36,93,14.55,0,15500,A,,1 year,RENT,Not Verified,02/01/2010
1280,0.0714,3600,36,111,18.54,0,38000,A,,8 years,MORTGAGE,Not Verified,04/01/2010
1281,0.0579,10000,36,303,11.5,0,48000,A,,4 years,MORTGAGE,Verified,01/01/2011
1282,0.1349,3000,36,102,17.82,0,105000,C,,10+ years,MORTGAGE,Source Verified,10/01/2011
1283,0.2089,7000,36,263,5.68,0,60000,F,,1 year,RENT,Verified,09/01/2011
1284,0.1038,6700,60,144,8.83,0,48000,B,,n/a,MORTGAGE,Not Verified,06/01/2010
1285,0.074,3000,36,93,2.8,0,48000,A,,9 years,MORTGAGE,Not Verified,08/01/2009
1286,0.1929,30000,60,783,22.06,0,64800,E,,10+ years,MORTGAGE,Verified,08/01/2011
1287,0.089,4000,36,127,3.19,0,112000,A,,2 years,MORTGAGE,Source Verified,10/01/2011
1288,0.183,15000,60,383,4.33,2,87050,F,,< 1 year,RENT,Verified,08/01/2010
1289,0.0654,2800,36,86,2.08,0,30000,A,,< 1 year,RENT,Verified,11/01/2010
1290,0.1349,14000,60,322,17.18,0,57000,C,,< 1 year,RENT,Source Verified,06/01/2011
1291,0.1268,12500,60,282,3.8,0,30000,C,,2 years,OWN,Source Verified,04/01/2011
1292,0.0617,4500,60,87,14.81,0,55000,A,,5 years,RENT,Verified,10/01/2010
1293,0.1879,26375,60,681,15.63,2,110000,E,,2 years,MORTGAGE,Verified,06/01/2011
1294,0.0849,8775,36,277,6.39,0,168000,A,,10+ years,MORTGAGE,Not Verified,06/01/2011
1295,0.1171,15000,60,331,20.8,0,45000,B,,6 years,MORTGAGE,Verified,11/01/2011
1296,0.1311,2000,36,67,15,0,23040,C,,3 years,RENT,Not Verified,03/01/2010
1297,0.0963,3000,36,96,18.88,0,83000,A,,4 years,RENT,Verified,02/01/2009
1298,0.1038,20000,36,649,0.15,0,200000,B,,10+ years,MORTGAGE,Source Verified,06/01/2010
1299,0.1788,16000,60,405,19.35,1,75500,E,,7 years,OWN,Verified,04/01/2011
1300,0.0988,15000,36,483,16.29,0,94000,B,,9 years,MORTGAGE,Not Verified,03/01/2010
1301,0.0925,5000,36,160,5.2,0,39000,B,,< 1 year,RENT,Source Verified,12/01/2010
1302,0.1159,7500,36,248,13.91,0,32000,C,,2 years,MORTGAGE,Not Verified,07/01/2008
1303,0.1253,5000,36,167,2.97,0,39600,B,,2 years,MORTGAGE,Verified,09/01/2009
1304,0.1306,2000,60,46,21.1,0,36000,C,,4 years,RENT,Not Verified,02/01/2011
1305,0.1758,18000,60,453,22.73,0,65000,D,,6 years,OWN,Source Verified,10/01/2011
1306,0.1158,20000,36,660,3.93,0,98652,B,,5 years,RENT,Verified,06/01/2009
1307,0.157,1750,36,61,24.89,0,22800,D,,3 years,RENT,Source Verified,05/01/2010
1308,0.0662,6000,36,184,20.02,0,82531.8,A,,1 year,MORTGAGE,Not Verified,10/01/2011
1309,0.1689,30000,60,744,17.21,0,65000,D,,1 year,MORTGAGE,Verified,07/01/2011
1310,0.1242,12000,36,401,14,0,54600,B,,10+ years,MORTGAGE,Source Verified,12/01/2011
1311,0.0991,25000,36,806,4.19,0,110000,B,,n/a,MORTGAGE,Source Verified,10/01/2011
1312,0.1059,10000,36,325,22.72,0,80038,B,,3 years,RENT,Verified,06/01/2011
1313,0.0691,2500,36,77,15.55,0,25000,A,,< 1 year,RENT,Not Verified,01/01/2011
1314,0.1357,20000,36,679,11.91,0,42000,C,,1 year,RENT,Not Verified,09/01/2009
1315,0.1114,14500,36,476,21.8,0,36000,B,,1 year,RENT,Verified,11/01/2008
1316,0.1349,35000,60,805,2.05,0,100000,C,,8 years,MORTGAGE,Verified,09/01/2011
1317,0.0691,4000,60,79,8.16,0,35000,A,,2 years,RENT,Source Verified,11/01/2010
1318,0.1349,25000,36,848,16.94,0,60000,C,,3 years,RENT,Verified,10/01/2011
1319,0.1474,10000,36,345,13.59,0,34000,D,,4 years,RENT,Verified,05/01/2009
1320,0.1075,18000,60,389,22.01,0,47000,B,,2 years,MORTGAGE,Verified,08/01/2010
1321,0.1649,20000,60,492,16.52,0,123000,D,,10+ years,OWN,Source Verified,05/01/2011
1322,0.1268,35000,60,791,23.99,0,85000,C,,10+ years,MORTGAGE,Verified,04/01/2011
1323,0.0676,6000,36,185,17.15,0,45000,A,,7 years,OWN,Source Verified,09/01/2010
1324,0.1037,2000,36,65,21.73,0,17616,B,,n/a,RENT,Verified,02/01/2011
1325,0.1349,12300,60,283,12.76,0,30000,C,,2 years,MORTGAGE,Source Verified,12/01/2011
1326,0.1649,6000,36,212,17.16,0,60000,D,,< 1 year,MORTGAGE,Source Verified,05/01/2011
1327,0.1862,12000,60,309,8.87,0,39900,F,,< 1 year,RENT,Verified,02/01/2011
1328,0.0774,6500,36,203,18,0,18000,A,,2 years,RENT,Not Verified,01/01/2010
1329,0.1111,6500,36,213,13.98,0,27036,B,,2 years,MORTGAGE,Source Verified,02/01/2011
1330,0.1799,35000,60,889,6.39,0,168000,E,,10+ years,MORTGAGE,Not Verified,05/01/2011
1331,0.1199,14550,60,324,12.91,0,58000,B,,9 years,MORTGAGE,Not Verified,08/01/2011
1332,0.1349,35000,60,805,8.44,0,470000,C,,10+ years,MORTGAGE,Verified,05/01/2011
1333,0.1484,6250,36,216,19.24,0,20640,D,,< 1 year,OWN,Source Verified,09/01/2010
1334,0.1065,7350,36,239,11.93,0,48000,B,,10+ years,MORTGAGE,Not Verified,12/01/2011
1335,0.0692,13000,36,401,18.02,0,52680,A,,< 1 year,RENT,Source Verified,03/01/2011
1336,0.0654,18000,60,353,12.86,1,60000,A,,5 years,MORTGAGE,Not Verified,11/01/2010
1337,0.1025,18000,36,583,24.13,0,96384,B,,10+ years,MORTGAGE,Not Verified,04/01/2010
1338,0.1036,9600,36,311,6.08,0,45600,B,,7 years,MORTGAGE,Not Verified,12/01/2010
1339,0.0788,1750,60,35,12.72,0,13775,A,,4 years,MORTGAGE,Source Verified,07/01/2010
1340,0.1465,2500,36,86,14.68,0,48000,C,,10+ years,RENT,Source Verified,11/01/2011
1341,0.1148,2500,36,82,18.62,0,35000,B,,9 years,OWN,Source Verified,08/01/2009
1342,0.1349,6000,36,204,15.58,0,50000,C,,5 years,MORTGAGE,Not Verified,12/01/2011
1343,0.1677,15000,60,371,22.08,0,58000,D,,< 1 year,MORTGAGE,Verified,11/01/2011
1344,0.0766,3000,36,94,25.56,0,50000,A,,10+ years,MORTGAGE,Not Verified,04/01/2011
1345,0.1349,1000,36,34,6.19,0,35100,C,,8 years,RENT,Not Verified,12/01/2011
1346,0.1991,25000,60,661,12.08,0,49960,E,,2 years,RENT,Verified,12/01/2011
1347,0.1074,3250,36,106,14.74,0,32000,B,,7 years,MORTGAGE,Source Verified,02/01/2011
1348,0.1496,9000,36,312,4.82,0,42600,D,,3 years,RENT,Not Verified,04/01/2010
1349,0.1111,10000,36,328,20.15,1,73000,B,,< 1 year,RENT,Source Verified,03/01/2011
1350,0.0579,8000,36,243,12.15,0,24000,A,,< 1 year,OWN,Not Verified,04/01/2011
1351,0.1223,12450,36,415,11.88,0,201400,C,,2 years,RENT,Source Verified,01/01/2011
1352,0.1602,3600,36,127,13.25,0,48000,D,,8 years,RENT,Not Verified,03/01/2011
1353,0.0751,9600,36,299,24.94,0,45760,A,,4 years,MORTGAGE,Not Verified,05/01/2010
1354,0.0999,1750,36,56,22.56,0,9840,B,,5 years,RENT,Not Verified,06/01/2011
1355,0.0579,4000,36,121,8.85,0,40000,A,,10+ years,MORTGAGE,Not Verified,03/01/2011
1356,0.1392,14000,36,478,23.26,0,45500,C,,10+ years,OWN,Not Verified,01/01/2010
1357,0.0894,10000,36,318,7.68,0,54528,A,,9 years,MORTGAGE,Verified,12/01/2009
1358,0.1099,6000,36,196,7.89,1,49000,B,,2 years,RENT,Not Verified,07/01/2011
1359,0.1527,12000,36,418,23.39,0,85000,C,,5 years,RENT,Verified,11/01/2011
1360,0.1533,10000,36,348,15.37,0,68000,D,,10+ years,MORTGAGE,Not Verified,03/01/2010
1361,0.0925,4800,36,153,1.81,0,27880,B,,1 year,RENT,Not Verified,12/01/2010
1362,0.1398,11200,36,383,24.94,0,52800,C,,7 years,RENT,Source Verified,10/01/2010
1363,0.08,1500,36,47,14.73,0,24840,A,,2 years,RENT,Not Verified,03/01/2009
1364,0.1417,20000,60,467,12.7,0,74000,C,,7 years,MORTGAGE,Source Verified,03/01/2011
1365,0.1727,14800,60,370,14.4,0,39000,D,,10+ years,MORTGAGE,Source Verified,11/01/2011
1366,0.1599,7500,60,182,14.23,0,102996,D,,10+ years,MORTGAGE,Not Verified,08/01/2011
1367,0.1349,8575,36,291,21.1,0,63000,C,,7 years,MORTGAGE,Not Verified,08/01/2011
1368,0.0964,25000,36,802,0.8,0,78000,B,,< 1 year,MORTGAGE,Not Verified,11/01/2007
1369,0.0599,2400,36,73,6.63,0,23000,A,,5 years,RENT,Source Verified,09/01/2011
1370,0.1099,7000,36,229,14.1,1,64500,B,,6 years,MORTGAGE,Not Verified,07/01/2011
1371,0.1267,3500,36,117,13.1,0,48000,D,,6 years,RENT,Not Verified,01/01/2008
1372,0.203,29500,60,787,20.93,0,83000,E,,6 years,MORTGAGE,Source Verified,12/01/2011
1373,0.1864,22400,60,577,18.67,0,50000,E,,9 years,RENT,Verified,09/01/2011
1374,0.1521,12250,60,293,23.87,0,37000,D,,8 years,RENT,Verified,07/01/2010
1375,0.1189,1500,36,50,18.13,0,48000,B,,2 years,RENT,Not Verified,12/01/2008
1376,0.1479,20000,60,474,23.78,0,70000,C,,7 years,MORTGAGE,Verified,08/01/2011
1377,0.0579,12000,36,364,1.43,0,78000,A,,5 years,MORTGAGE,Verified,04/01/2011
1378,0.1111,7200,36,236,4.23,0,40000,B,,6 years,MORTGAGE,Not Verified,03/01/2011
1379,0.1677,14750,60,365,17.32,0,30000,D,,8 years,MORTGAGE,Not Verified,12/01/2011
1380,0.1062,12000,36,391,14.6,0,30000,B,,4 years,RENT,Not Verified,03/01/2010
1381,0.1062,16000,36,521,23.14,0,210000,B,,10+ years,MORTGAGE,Verified,04/01/2010
1382,0.1299,16550,60,376,23.27,0,56820.92,C,,6 years,MORTGAGE,Source Verified,06/01/2011
1383,0.089,5600,60,116,16.38,0,60000,A,,10+ years,MORTGAGE,Not Verified,10/01/2011
1384,0.1074,19000,60,411,16.94,0,110004,B,,10+ years,MORTGAGE,Verified,03/01/2011
1385,0.0617,6000,36,183,10.51,0,50000,A,,5 years,MORTGAGE,Not Verified,11/01/2010
1386,0.0751,22000,36,684,16.15,0,55000,A,,7 years,MORTGAGE,Verified,10/01/2011
1387,0.0751,8100,60,162,14.12,0,30000,A,,< 1 year,RENT,Not Verified,05/01/2010
1388,0.1298,10000,36,337,13.93,0,72000,C,,6 years,MORTGAGE,Source Verified,01/01/2011
1389,0.0676,4500,36,138,2.31,0,80000,A,,2 years,MORTGAGE,Verified,09/01/2010
1390,0.0603,10200,36,310,10.1,0,75000,A,,10+ years,MORTGAGE,Not Verified,12/01/2011
1391,0.1879,30000,60,775,12.57,0,70000,E,,10+ years,MORTGAGE,Verified,07/01/2011
1392,0.079,18000,36,563,10.17,0,46000,A,,3 years,MORTGAGE,Not Verified,11/01/2011
1393,0.1154,8000,36,264,8.04,1,50000,C,,1 year,RENT,Not Verified,11/01/2007
1394,0.1677,3600,60,89,13.23,0,37000,D,,10+ years,MORTGAGE,Source Verified,09/01/2011
1395,0.1242,11500,36,384,13.06,0,38500,B,,< 1 year,RENT,Source Verified,12/01/2011
1396,0.1126,3000,36,99,17.21,0,65200,B,,5 years,MORTGAGE,Not Verified,07/01/2009
1397,0.0766,5000,36,156,3.33,0,108000,A,,10+ years,RENT,Verified,01/01/2011
1398,0.1075,25000,36,816,15.7,0,125000,B,,2 years,MORTGAGE,Verified,10/01/2010
1399,0.1311,9000,36,304,6.14,1,57057,C,,3 years,RENT,Not Verified,03/01/2010
1400,0.1649,15000,60,369,10,0,88000,D,,1 year,OWN,Verified,05/01/2011
1401,0.1379,15000,36,511,11.07,0,58000,C,,3 years,OTHER,Source Verified,04/01/2009
1402,0.1037,6000,36,195,7.02,0,114000,B,,10+ years,RENT,Verified,03/01/2011
1403,0.074,1200,36,37,6.8,0,60000,A,,10+ years,MORTGAGE,Not Verified,11/01/2009
1404,0.0999,7200,36,232,3.48,0,27600,B,,2 years,RENT,Source Verified,06/01/2011
1405,0.1186,8000,36,265,0,0,39432,B,,6 years,MORTGAGE,Source Verified,09/01/2010
1406,0.0714,8400,36,260,4.1,0,120000,A,,4 years,MORTGAGE,Not Verified,06/01/2010
1407,0.1062,21000,36,684,19.93,0,130000,B,,1 year,MORTGAGE,Verified,04/01/2010
1408,0.0999,20000,60,425,15.58,0,44106,B,,n/a,RENT,Verified,12/01/2010
1409,0.1171,4800,36,159,17.1,0,40000,B,,4 years,RENT,Not Verified,09/01/2011
1410,0.1417,12000,60,280,9.72,0,56400,C,,3 years,MORTGAGE,Verified,04/01/2011
1411,0.2359,16000,60,456,18.33,0,35088,G,,5 years,OWN,Source Verified,05/01/2011
1412,0.1867,7500,60,193,3.64,0,57000,F,,3 years,MORTGAGE,Source Verified,08/01/2010
1413,0.1427,14400,36,494,9.86,1,94104,C,,10+ years,OWN,Source Verified,11/01/2011
1414,0.1074,7000,36,228,15.12,0,85000,B,,< 1 year,RENT,Verified,03/01/2011
1415,0.1632,18250,60,447,23.19,0,52000,E,,10+ years,RENT,Source Verified,11/01/2010
